location,lat,lng,date,time_start,mode,volume
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T08:45:00,bike,35.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T08:45:00,vehicle,263.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T09:00:00,ped,37.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T09:00:00,bike,29.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T09:00:00,vehicle,235.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T09:15:00,ped,41.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T09:15:00,bike,12.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T09:15:00,vehicle,224.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T10:00:00,ped,44.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T10:00:00,bike,29.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T10:00:00,vehicle,219.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T10:15:00,ped,44.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T10:15:00,bike,35.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T10:15:00,vehicle,254.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T10:30:00,ped,48.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T10:30:00,bike,31.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T10:30:00,vehicle,273.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T10:45:00,ped,51.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T10:45:00,bike,23.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T10:45:00,vehicle,251.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T11:00:00,ped,55.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T11:00:00,bike,32.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T11:00:00,vehicle,257.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T11:15:00,ped,37.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T11:15:00,bike,25.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T11:15:00,vehicle,251.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T11:30:00,ped,52.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T11:30:00,bike,20.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T11:30:00,vehicle,256.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T11:45:00,ped,47.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T11:45:00,bike,32.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T11:45:00,vehicle,290.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T13:00:00,ped,54.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T13:00:00,bike,26.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T13:00:00,vehicle,305.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T13:15:00,ped,48.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T13:15:00,bike,28.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T13:15:00,vehicle,327.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T13:30:00,ped,46.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T13:30:00,bike,37.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T13:30:00,vehicle,327.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T13:45:00,ped,62.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T13:45:00,bike,31.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T13:45:00,vehicle,329.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T14:00:00,ped,39.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T14:00:00,bike,37.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T14:00:00,vehicle,363.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T14:15:00,ped,32.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T14:15:00,bike,41.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T14:15:00,vehicle,350.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T14:30:00,ped,33.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T14:30:00,bike,35.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T14:30:00,vehicle,344.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T14:45:00,ped,47.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T14:45:00,bike,30.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T14:45:00,vehicle,355.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T16:00:00,ped,53.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T16:00:00,bike,47.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T16:00:00,vehicle,391.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T16:15:00,ped,61.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T16:15:00,bike,60.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T16:15:00,vehicle,375.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T16:30:00,ped,54.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T16:30:00,bike,53.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T16:30:00,vehicle,425.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T16:45:00,ped,52.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T16:45:00,bike,50.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T16:45:00,vehicle,378.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T17:00:00,ped,67.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T17:00:00,bike,58.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T17:00:00,vehicle,414.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T17:15:00,ped,44.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T17:15:00,bike,67.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T17:15:00,vehicle,370.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T17:30:00,ped,64.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T17:30:00,bike,51.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T17:30:00,vehicle,376.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T17:45:00,ped,74.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T17:45:00,bike,61.0
Dundas St E / River St,43.6611980081027,-79.3581624400311,2020-06-04,2020-06-04T17:45:00,vehicle,339.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T07:30:00,ped,43.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T07:30:00,bike,23.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T07:30:00,vehicle,149.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T07:45:00,ped,29.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T07:45:00,bike,27.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T07:45:00,vehicle,167.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T08:00:00,ped,34.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T08:00:00,bike,43.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T08:00:00,vehicle,183.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T08:15:00,ped,38.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T08:15:00,bike,30.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T08:15:00,vehicle,157.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T08:30:00,ped,48.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T08:30:00,bike,25.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T08:30:00,vehicle,210.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T08:45:00,ped,51.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T08:45:00,bike,30.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T08:45:00,vehicle,177.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T09:00:00,ped,44.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T09:00:00,bike,23.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T09:00:00,vehicle,193.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T09:15:00,ped,54.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T09:15:00,bike,24.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T09:15:00,vehicle,173.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T10:00:00,ped,51.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T10:00:00,bike,21.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T10:00:00,vehicle,172.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T10:15:00,ped,46.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T10:15:00,bike,27.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T10:15:00,vehicle,210.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T10:30:00,ped,35.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T10:30:00,bike,18.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T10:30:00,vehicle,201.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T10:45:00,ped,32.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T10:45:00,bike,24.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T10:45:00,vehicle,216.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T11:00:00,ped,41.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T11:00:00,bike,27.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T11:00:00,vehicle,224.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T11:15:00,ped,49.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T11:15:00,bike,24.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T11:15:00,vehicle,203.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T11:30:00,ped,49.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T11:30:00,bike,27.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T11:30:00,vehicle,228.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T11:45:00,ped,47.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T11:45:00,bike,22.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T11:45:00,vehicle,237.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T13:00:00,ped,45.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T13:00:00,bike,20.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T13:00:00,vehicle,219.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T13:15:00,ped,36.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T13:15:00,bike,22.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T13:15:00,vehicle,248.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T13:30:00,ped,31.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T13:30:00,bike,43.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T13:30:00,vehicle,192.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T13:45:00,ped,59.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T13:45:00,bike,16.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T13:45:00,vehicle,244.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T14:00:00,ped,38.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T14:00:00,bike,16.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T14:00:00,vehicle,215.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T14:15:00,ped,57.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T14:15:00,bike,23.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T14:15:00,vehicle,228.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T14:30:00,ped,46.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T14:30:00,bike,23.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T14:30:00,vehicle,268.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T14:45:00,ped,53.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T14:45:00,bike,11.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T14:45:00,vehicle,259.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T16:00:00,ped,56.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T16:00:00,bike,25.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T16:00:00,vehicle,273.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T16:15:00,ped,49.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T16:15:00,bike,31.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T16:15:00,vehicle,285.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T16:30:00,ped,73.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T16:30:00,bike,16.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T16:30:00,vehicle,294.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T16:45:00,ped,77.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T16:45:00,bike,30.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T16:45:00,vehicle,241.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T17:00:00,ped,64.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T17:00:00,bike,28.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T17:00:00,vehicle,305.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T17:15:00,ped,91.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T17:15:00,bike,36.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T17:15:00,vehicle,266.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T17:30:00,ped,81.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T17:30:00,bike,32.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T17:30:00,vehicle,304.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T17:45:00,ped,97.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T17:45:00,bike,31.0
Dundas St E / Broadview Ave,43.6624483643874,-79.3513525647438,2020-06-04,2020-06-04T17:45:00,vehicle,276.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T07:30:00,ped,23.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T07:30:00,bike,5.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T07:30:00,vehicle,217.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T07:45:00,ped,29.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T07:45:00,bike,4.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T07:45:00,vehicle,248.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T08:00:00,ped,33.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T08:00:00,bike,3.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T08:00:00,vehicle,235.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T08:15:00,ped,32.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T08:15:00,bike,2.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T08:15:00,vehicle,228.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T08:30:00,ped,47.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T08:30:00,bike,9.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T08:30:00,vehicle,232.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T08:45:00,ped,47.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T08:45:00,bike,4.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T08:45:00,vehicle,232.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T09:00:00,ped,30.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T09:00:00,bike,6.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T09:00:00,vehicle,192.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T09:15:00,ped,36.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T09:15:00,bike,5.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T09:15:00,vehicle,216.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T10:00:00,ped,22.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T10:00:00,bike,3.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T10:00:00,vehicle,196.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T10:15:00,ped,29.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T10:15:00,bike,3.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T10:15:00,vehicle,215.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T10:30:00,ped,29.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T10:30:00,bike,2.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T10:30:00,vehicle,189.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T10:45:00,ped,31.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T10:45:00,bike,1.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T10:45:00,vehicle,193.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T12:00:00,ped,35.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T12:00:00,bike,9.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T12:00:00,vehicle,219.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T12:15:00,ped,54.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T12:15:00,bike,6.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T12:15:00,vehicle,236.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T12:30:00,ped,53.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T12:30:00,bike,3.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T12:30:00,vehicle,206.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T12:45:00,ped,43.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T12:45:00,bike,6.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T12:45:00,vehicle,182.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T13:00:00,ped,28.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T13:00:00,bike,6.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T13:00:00,vehicle,206.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T13:15:00,ped,44.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T13:15:00,bike,6.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T13:15:00,vehicle,195.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T14:15:00,ped,51.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T14:15:00,bike,5.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T14:15:00,vehicle,205.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T14:30:00,ped,52.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T14:30:00,bike,5.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T14:30:00,vehicle,213.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T14:45:00,ped,44.0
Bloor St W / Delaware Ave (East),43.6614630345906,-79.4280186542799,2020-02-06,2020-02-06T14:45:00,bike,6.0
